method,keep_ratio,metric,value,n_samples,n_failures,path
full,,ppl_gt,1.4687543311009925,200,0,/workspace/zap/experiments/EXP-20260428-004-docvqa-random-scope/outputs/full/ppl_gt/result.json
full,,rouge_gt,0.3565759550193275,200,0,/workspace/zap/experiments/EXP-20260428-004-docvqa-random-scope/outputs/full/rouge_gt/result.json
random_image_only,0.1,ppl_gt,1.4603438893735536,200,0,/workspace/zap/experiments/EXP-20260428-004-docvqa-random-scope/outputs/random_image_only/keep_0p1/ppl_gt/result.json
random_image_only,0.1,rouge_gt,0.35488445209136393,200,0,/workspace/zap/experiments/EXP-20260428-004-docvqa-random-scope/outputs/random_image_only/keep_0p1/rouge_gt/result.json
random_image_only,0.2,ppl_gt,1.459876052236356,200,0,/workspace/zap/experiments/EXP-20260428-004-docvqa-random-scope/outputs/random_image_only/keep_0p2/ppl_gt/result.json
random_image_only,0.2,rouge_gt,0.36483658322807416,200,0,/workspace/zap/experiments/EXP-20260428-004-docvqa-random-scope/outputs/random_image_only/keep_0p2/rouge_gt/result.json
random_image_only,0.3,ppl_gt,1.4629566395260896,200,0,/workspace/zap/experiments/EXP-20260428-004-docvqa-random-scope/outputs/random_image_only/keep_0p3/ppl_gt/result.json
random_image_only,0.3,rouge_gt,0.3632770594486678,200,0,/workspace/zap/experiments/EXP-20260428-004-docvqa-random-scope/outputs/random_image_only/keep_0p3/rouge_gt/result.json
random_image_only,0.4,ppl_gt,1.4632915132581852,200,0,/workspace/zap/experiments/EXP-20260428-004-docvqa-random-scope/outputs/random_image_only/keep_0p4/ppl_gt/result.json
random_image_only,0.4,rouge_gt,0.3637143304984846,200,0,/workspace/zap/experiments/EXP-20260428-004-docvqa-random-scope/outputs/random_image_only/keep_0p4/rouge_gt/result.json
random_image_only,0.5,ppl_gt,1.465914728045388,200,0,/workspace/zap/experiments/EXP-20260428-004-docvqa-random-scope/outputs/random_image_only/keep_0p5/ppl_gt/result.json
random_image_only,0.5,rouge_gt,0.3654702828590185,200,0,/workspace/zap/experiments/EXP-20260428-004-docvqa-random-scope/outputs/random_image_only/keep_0p5/rouge_gt/result.json
random_image_only,0.6,ppl_gt,1.4666857416673547,200,0,/workspace/zap/experiments/EXP-20260428-004-docvqa-random-scope/outputs/random_image_only/keep_0p6/ppl_gt/result.json
random_image_only,0.6,rouge_gt,0.3563327260345195,200,0,/workspace/zap/experiments/EXP-20260428-004-docvqa-random-scope/outputs/random_image_only/keep_0p6/rouge_gt/result.json
random_image_only,0.7,ppl_gt,1.466509373611914,200,0,/workspace/zap/experiments/EXP-20260428-004-docvqa-random-scope/outputs/random_image_only/keep_0p7/ppl_gt/result.json
random_image_only,0.7,rouge_gt,0.35640964911469103,200,0,/workspace/zap/experiments/EXP-20260428-004-docvqa-random-scope/outputs/random_image_only/keep_0p7/rouge_gt/result.json
random_image_only,0.8,ppl_gt,1.4673280657936296,200,0,/workspace/zap/experiments/EXP-20260428-004-docvqa-random-scope/outputs/random_image_only/keep_0p8/ppl_gt/result.json
random_image_only,0.8,rouge_gt,0.35788333330121735,200,0,/workspace/zap/experiments/EXP-20260428-004-docvqa-random-scope/outputs/random_image_only/keep_0p8/rouge_gt/result.json
random_image_only,0.9,ppl_gt,1.4676771788633274,200,0,/workspace/zap/experiments/EXP-20260428-004-docvqa-random-scope/outputs/random_image_only/keep_0p9/ppl_gt/result.json
random_image_only,0.9,rouge_gt,0.3558889249615946,200,0,/workspace/zap/experiments/EXP-20260428-004-docvqa-random-scope/outputs/random_image_only/keep_0p9/rouge_gt/result.json
random_all_token,0.1,ppl_gt,255.7058054455048,200,0,/workspace/zap/experiments/EXP-20260428-004-docvqa-random-scope/outputs/random_all_token/keep_0p1/ppl_gt/result.json
random_all_token,0.1,rouge_gt,0.0487936502782919,200,0,/workspace/zap/experiments/EXP-20260428-004-docvqa-random-scope/outputs/random_all_token/keep_0p1/rouge_gt/result.json
random_all_token,0.2,ppl_gt,134.03279967844531,200,0,/workspace/zap/experiments/EXP-20260428-004-docvqa-random-scope/outputs/random_all_token/keep_0p2/ppl_gt/result.json
random_all_token,0.2,rouge_gt,0.0595476184321466,200,0,/workspace/zap/experiments/EXP-20260428-004-docvqa-random-scope/outputs/random_all_token/keep_0p2/rouge_gt/result.json
random_all_token,0.3,ppl_gt,44.5657671873152,200,0,/workspace/zap/experiments/EXP-20260428-004-docvqa-random-scope/outputs/random_all_token/keep_0p3/ppl_gt/result.json
random_all_token,0.3,rouge_gt,0.06690476125621275,200,0,/workspace/zap/experiments/EXP-20260428-004-docvqa-random-scope/outputs/random_all_token/keep_0p3/rouge_gt/result.json
random_all_token,0.4,ppl_gt,9.426656097457583,200,0,/workspace/zap/experiments/EXP-20260428-004-docvqa-random-scope/outputs/random_all_token/keep_0p4/ppl_gt/result.json
random_all_token,0.4,rouge_gt,0.09381671933334253,200,0,/workspace/zap/experiments/EXP-20260428-004-docvqa-random-scope/outputs/random_all_token/keep_0p4/rouge_gt/result.json
random_all_token,0.5,ppl_gt,2.934612347892462,200,0,/workspace/zap/experiments/EXP-20260428-004-docvqa-random-scope/outputs/random_all_token/keep_0p5/ppl_gt/result.json
random_all_token,0.5,rouge_gt,0.2048199145635604,200,0,/workspace/zap/experiments/EXP-20260428-004-docvqa-random-scope/outputs/random_all_token/keep_0p5/rouge_gt/result.json
random_all_token,0.6,ppl_gt,1.8109223953798477,200,0,/workspace/zap/experiments/EXP-20260428-004-docvqa-random-scope/outputs/random_all_token/keep_0p6/ppl_gt/result.json
random_all_token,0.6,rouge_gt,0.2875393199821681,200,0,/workspace/zap/experiments/EXP-20260428-004-docvqa-random-scope/outputs/random_all_token/keep_0p6/rouge_gt/result.json
random_all_token,0.7,ppl_gt,1.559829142332567,200,0,/workspace/zap/experiments/EXP-20260428-004-docvqa-random-scope/outputs/random_all_token/keep_0p7/ppl_gt/result.json
random_all_token,0.7,rouge_gt,0.33500700140062706,200,0,/workspace/zap/experiments/EXP-20260428-004-docvqa-random-scope/outputs/random_all_token/keep_0p7/rouge_gt/result.json
random_all_token,0.8,ppl_gt,1.4864971701234357,200,0,/workspace/zap/experiments/EXP-20260428-004-docvqa-random-scope/outputs/random_all_token/keep_0p8/ppl_gt/result.json
random_all_token,0.8,rouge_gt,0.34880502276740893,200,0,/workspace/zap/experiments/EXP-20260428-004-docvqa-random-scope/outputs/random_all_token/keep_0p8/rouge_gt/result.json
random_all_token,0.9,ppl_gt,1.485667184134396,200,0,/workspace/zap/experiments/EXP-20260428-004-docvqa-random-scope/outputs/random_all_token/keep_0p9/ppl_gt/result.json
random_all_token,0.9,rouge_gt,0.3595244509871851,200,0,/workspace/zap/experiments/EXP-20260428-004-docvqa-random-scope/outputs/random_all_token/keep_0p9/rouge_gt/result.json
